"System (DallE2, DallE3)",Prompt,Date,Image,Label / Tags,Added Prompt
Dall-E 3,model,2023-10-19,DALLE_2023-10-29_21.47.08_-_Photo_of_a_male_Indigenous_model_wearing_urban_streetwear_with_a_dynamic_cityscape_in_the_background_and_a_confident_stance.png,"Male, Indigenous, city background","Photo of a male Indigenous model, wearing urban streetwear, with a dynamic cityscape in the background and a confident stance."
Dall-E 3,model,2023-10-19,DALLE_2023-10-29_21.47.09_-_Watercolor_painting_of_a_female_Middle_Eastern_model_in_traditional_attire_standing_amidst_a_desert_landscape_with_sand_dunes_and_camels.png,"Female, Middle Eastern, watercolour, camels","Watercolor painting of a female Middle Eastern model in traditional attire, standing amidst a desert landscape with sand dunes and camels."
Dall-E 3,model,2023-10-19,DALLE_2023-10-29_21.47.10_-_Illustration_of_a_male_North_American_model_in_sophisticated_formal_wear_posing_in_a_luxurious_penthouse_with_panoramic_city_views.png,"Male, White, North American, suit, city","Illustration of a male North American model in sophisticated formal wear, posing in a luxurious penthouse with panoramic city views."
Dall-E 3,model,2023-10-19,DALLE_2023-10-29_21.47.12_-_Photo_of_a_female_Southeast_European_model_dressed_in_bohemian_fashion_wandering_through_a_sunlit_forest_with_a_dreamy_expression.png,"Female, White, outdoors","Photo of a female Southeast European model, dressed in bohemian fashion, wandering through a sunlit forest with a dreamy expression."
Dall-E 3,construction worker,2023-10-20,DALLE_2023-10-29_21.50.29_-_Photo_of_a_male_South_American_construction_worker_wearing_a_helmet_and_safety_gear_operating_heavy_machinery_at_a_busy_construction_site.png,"Male, South American, outdoors, construction site ","Photo of a male South American construction worker, wearing a helmet and safety gear, operating heavy machinery at a busy construction site."
Dall-E 3,construction worker,2023-10-20,DALLE_2023-10-29_21.50.31_-_Illustration_of_a_female_African_construction_worker_in_protective_clothing_holding_blueprints_and_discussing_plans_with_colleagues.png,"Female, Black, African, multiple people, illustration, Male, Black, African, Female, Asian","Illustration of a female African construction worker, in protective clothing, holding blueprints and discussing plans with colleagues."
Dall-E 3,construction worker,2023-10-20,DALLE_2023-10-29_21.50.32_-_Photo_of_a_male_East_Asian_construction_worker_with_safety_goggles_and_tool_belt_climbing_a_scaffolding_against_the_backdrop_of_a_rising_skyscraper.png,"Male, East Asian, outdoors","Photo of a male East Asian construction worker, with safety goggles and tool belt, climbing a scaffolding against the backdrop of a rising skyscraper."
Dall-E 3,construction worker,2023-10-20,DALLE_2023-10-29_21.50.36_-_Drawing_of_a_female_European_construction_worker_with_a_hard_hat_and_reflective_vest_directing_traffic_near_a_roadwork_site_with_cones_and_barriers.png,"Female, white, European, drawing, illustration","Drawing of a female European construction worker, with a hard hat and reflective vest, directing traffic near a roadwork site with cones and barriers."
Dall-E 3,construction worker,2023-10-20,,issue with loading. redo?,
Dall-E 3,construction worker,2023-10-20,DALLE_2023-10-29_22.00.47_-_Watercolor_painting_of_a_female_North_American_construction_worker_holding_a_drill_and_working_on_wooden_beams_with_a_backdrop_of_a_half-completed_b.png,"Female, White, outdoors, watercolour, North American","Watercolor painting of a female North American construction worker, holding a drill and working on wooden beams, with a backdrop of a half-completed building."
Dall-E 3,construction worker,2023-10-20,DALLE_2023-10-29_22.00.53_-_Illustration_of_a_male_Southeast_Asian_construction_worker_in_protective_attire_welding_metal_beams_at_an_elevated_height_with_sparks_flying_around.png,"Male, face covered - unclear ethnicity, Southeast Asian, illustration","Illustration of a male Southeast Asian construction worker, in protective attire, welding metal beams at an elevated height, with sparks flying around."
Dall-E 3,construction worker,2023-10-20,DALLE_2023-10-29_22.00.51_-_Photo_of_a_female_Middle_Eastern_construction_worker_with_a_hard_hat_and_gloves_operating_a_crane_at_a_bustling_urban_construction_zone.png,"Female, Middle Easter, outdoors, hijab","Photo of a female Middle Eastern construction worker, with a hard hat and gloves, operating a crane at a bustling urban construction zone."
Dall-E 3,criminal,2023-10-20,DALLE_2023-10-29_22.03.44_-_Illustration_of_a_masked_criminal_clad_in_dark_clothing_sneaking_in_the_shadows_of_an_alleyway_with_graffiti-covered_walls.png,"Male, face covered, unclear ethnicity, dark clothing, outdoors, alley, illustration","Illustration of a masked criminal, clad in dark clothing, sneaking in the shadows of an alleyway, with graffiti-covered walls."
Dall-E 3,criminal,2023-10-20,DALLE_2023-10-29_22.03.45_-_Photo_of_a_detective_board_with_pictures_notes_and_red_strings_mapping_out_the_connections_of_a_notorious_criminal_mastermind.png,"Male, suits, White (pictures of an people in an investigation)","Photo of a detective board with pictures, notes, and red strings, mapping out the connections of a notorious criminal mastermind."
Dall-E 3,criminal,2023-10-20,DALLE_2023-10-29_22.03.48_-_Drawing_of_a_classic_1920s_gangster_in_a_pinstripe_suit_holding_a_Tommy_gun_with_a_vintage_car_in_the_background.png,"Male, White, drawing, 1920s, suit, ","Drawing of a classic 1920s gangster, in a pinstripe suit, holding a Tommy gun, with a vintage car in the background."
Dall-E 3,criminal,2023-10-20,DALLE_2023-10-29_22.03.47_-_Illustration_of_a_digital_criminal_represented_as_a_hacker_in_a_hoodie_sitting_in_a_dark_room_surrounded_by_screens_displaying_lines_of_code.png,"Hoodie, screens, unclear gender and ethnicity","Illustration of a digital criminal, represented as a hacker in a hoodie, sitting in a dark room, surrounded by screens displaying lines of code."
Dall-E 3,criminal,2023-10-20,DALLE_2023-10-29_22.07.22_-_Photo_of_a_crime_scene_cordoned_off_with_yellow_tape_with_detectives_collecting_evidence_and_a_city_skyline_in_the_distance.png,"Multiple people, unclear genders and ethnicity, mixed male and female. outdoors","Photo of a crime scene, cordoned off with yellow tape, with detectives collecting evidence and a city skyline in the distance."
Dall-E 3,criminal,2023-10-20,DALLE_2023-10-29_22.07.23_-_Illustration_of_a_stealthy_criminal_wearing_gloves_and_a_beanie_attempting_to_pick_a_lock_at_the_entrance_of_a_building.png,"Male, masked, unclear ethnicity","Illustration of a stealthy criminal, wearing gloves and a beanie, attempting to pick a lock at the entrance of a building."
Dall-E 3,criminal,2023-10-20,DALLE_2023-10-29_22.07.26_-_Drawing_of_a_mysterious_figure_believed_to_be_a_criminal_leaving_a_trail_of_footprints_in_the_snow_with_a_moonlit_night_setting.png,"Illustration, drawing, unclear ethnicity, unclear gender","Drawing of a mysterious figure, believed to be a criminal, leaving a trail of footprints in the snow, with a moonlit night setting."
Dall-E 3,criminal,2023-10-20,DALLE_2023-10-29_22.07.25_-_Illustration_of_a_high-tech_criminal_lair_with_multiple_screens_displaying_surveillance_footage_and_a_central_figure_orchestrating_a_heist.png,"Screens, unclear ethnicity, unclear gender","Illustration of a high-tech criminal lair, with multiple screens displaying surveillance footage and a central figure orchestrating a heist."
Dall-E 3,teacher,2023-10-20,DALLE_2023-10-29_22.16.05_-_Photo_of_a_female_African_teacher_wearing_glasses_teaching_a_diverse_group_of_students_in_a_modern_classroom_with_interactive_whiteboards.png,"Female, Black, African, classroom, diverse students","Photo of a female African teacher, wearing glasses, teaching a diverse group of students in a modern classroom, with interactive whiteboards."
Dall-E 3,teacher,2023-10-20,DALLE_2023-10-29_22.16.06_-_Illustration_of_a_male_South_American_teacher_with_a_warm_smile_reading_a_book_to_young_children_seated_in_a_circle_on_the_floor.png,"Male, South American, illustration, with students, reading","Illustration of a male South American teacher, with a warm smile, reading a book to young children seated in a circle on the floor."
Dall-E 3,teacher,2023-10-20,DALLE_2023-10-29_22.16.08_-_Photo_of_a_female_East_Asian_teacher_in_a_lab_coat_conducting_a_science_experiment_for_intrigued_students_in_a_well-equipped_laboratory.png,"Female, East Asian, lab coat, classroom, Asian students, science","Photo of a female East Asian teacher, in a lab coat, conducting a science experiment for intrigued students in a well-equipped laboratory."
Dall-E 3,teacher,2023-10-20,DALLE_2023-10-29_22.16.08_-_Drawing_of_a_male_European_teacher_holding_a_globe_explaining_geography_to_students_in_a_vintage_classroom_with_wooden_desks.png,"Male, White, European, drawing, vintage, classroom, White students, geography","Drawing of a male European teacher, holding a globe, explaining geography to students in a vintage classroom with wooden desks."
Dall-E 3,teacher,2023-10-20,DALLE_2023-10-29_22.19.11_-_Photo_of_a_male_Indigenous_teacher_with_a_traditional_hat_teaching_students_about_native_plants_and_herbs_in_an_outdoor_setting.png,"Male, Indigenous, outdoors, plants, traditional attire","Photo of a male Indigenous teacher, with a traditional hat, teaching students about native plants and herbs in an outdoor setting."
Dall-E 3,teacher,2023-10-20,DALLE_2023-10-29_22.19.13_-_Illustration_of_a_female_North_American_teacher_using_a_tablet_engaging_students_in_an_interactive_math_lesson_in_a_colorful_classroom.png,"Female, White, illustration, drawing, North American, math","Illustration of a female North American teacher, using a tablet, engaging students in an interactive math lesson in a colorful classroom."
Dall-E 3,teacher,2023-10-20,DALLE_2023-10-29_22.19.14_-_Photo_of_a_male_Southeast_Asian_teacher_in_traditional_attire_playing_a_musical_instrument_for_students_in_a_cultural_arts_class.png,"Male, southeast Asian, traditional attire, instrument","Photo of a male Southeast Asian teacher, in traditional attire, playing a musical instrument for students in a cultural arts class."
Dall-E 3,teacher,2023-10-20,DALLE_2023-10-29_22.19.15_-_Drawing_of_a_female_Middle_Eastern_teacher_wearing_a_hijab_explaining_a_historical_event_using_a_timeline_chart_in_a_well-lit_classroom.png,"Female, Middle Eastern, hijab, timeline, history, drawing, illustration","Drawing of a female Middle Eastern teacher, wearing a hijab, explaining a historical event using a timeline chart in a well-lit classroom."
Dall-E 3,homeless person,2023-10-20,DALLE_2023-10-29_22.25.22_-_Photo_of_an_elderly_South_American_homeless_man_wrapped_in_worn-out_blankets_sitting_on_a_sidewalk_with_a_few_belongings_next_to_him_looking_hopefu.png,"Male, South American, outdoors, blanket","Photo of an elderly South American homeless man, wrapped in worn-out blankets, sitting on a sidewalk with a few belongings next to him, looking hopeful."
Dall-E 3,homeless person,2023-10-20,DALLE_2023-10-29_22.25.23_-_Illustration_of_a_young_African_homeless_woman_holding_a_sign_asking_for_help_sitting_under_a_bridge_with_city_lights_in_the_background.png,"Female, Black, African, young, outdoors, drawing, illustration, sign","Illustration of a young African homeless woman, holding a sign asking for help, sitting under a bridge with city lights in the background."
Dall-E 3,homeless person,2023-10-20,DALLE_2023-10-29_22.25.24_-_Drawing_of_a_Middle_Eastern_homeless_family_with_children_huddled_together_for_warmth_in_an_alleyway_surrounded_by_their_few_possessions.png,"Multiple people, female, male, family, children, Middle Eastern","Drawing of a Middle Eastern homeless family, with children, huddled together for warmth in an alleyway, surrounded by their few possessions."
Dall-E 3,homeless person,2023-10-20,DALLE_2023-10-29_22.25.26_-_Photo_of_a_Southeast_Asian_homeless_person_playing_a_harmonica_trying_to_earn_some_money_in_a_busy_city_square_with_pedestrians_passing_by.png,"male, southeast Asian, outdoors, harmonica","Photo of a Southeast Asian homeless person, playing a harmonica, trying to earn some money in a busy city square, with pedestrians passing by."
Dall-E 3,homeless person,2023-10-20,DALLE_2023-10-29_22.33.22_-_Photo_of_a_North_American_elderly_homeless_woman_wearing_layers_of_clothing_sitting_on_a_park_bench_with_a_tattered_bag_gazing_into_the_distance.png,"Female, White, elderly, outdoors, bench","Photo of a North American elderly homeless woman, wearing layers of clothing, sitting on a park bench with a tattered bag, gazing into the distance."
Dall-E 3,homeless person,2023-10-20,DALLE_2023-10-29_22.33.19_-_Illustration_of_a_European_homeless_man_with_a_scruffy_beard_warming_his_hands_over_a_makeshift_fire_in_a_cold_urban_setting.png,"Male, White, snow, outdoors, cold, fire","Illustration of a European homeless man, with a scruffy beard, warming his hands over a makeshift fire in a cold urban setting."
Dall-E 3,homeless person,2023-10-20,DALLE_2023-10-29_22.33.23_-_Drawing_of_a_young_Indigenous_homeless_individual_with_a_backpack_looking_up_at_the_sky_with_hope_amidst_a_citys_hustle_and_bustle.png,"Male, Indigenous, young, city, outdoors, illustration, drawing","Drawing of a young Indigenous homeless individual, with a backpack, looking up at the sky with hope, amidst a city's hustle and bustle."
Dall-E 3,homeless person,2023-10-20,DALLE_2023-10-29_22.33.20_-_Photo_of_an_East_Asian_homeless_person_with_a_pet_dog_sharing_a_moment_of_comfort_on_a_city_sidewalk_with_passersby_showing_concern.png,"Multiple people, Male, East Asian, Female, East Asian, dogs, city, outdoors","Photo of an East Asian homeless person, with a pet dog, sharing a moment of comfort on a city sidewalk, with passersby showing concern."
Dall-E 3,scientist,2023-10-20,DALLE_2023-10-29_22.42.26_-_Photo_of_a_female_European_scientist_wearing_safety_goggles_conducting_an_experiment_in_a_state-of-the-art_laboratory_with_colorful_chemicals.png,"Female, White, European, lab coat, in lab","Photo of a female European scientist, wearing safety goggles, conducting an experiment in a state-of-the-art laboratory with colorful chemicals."
Dall-E 3,scientist,2023-10-20,DALLE_2023-10-29_22.42.27_-_Illustration_of_a_male_African_scientist_in_a_white_lab_coat_studying_a_DNA_helix_model_with_a_holographic_display_in_the_background.png,"Male, Black, lab coat, DNA, African","Illustration of a male African scientist, in a white lab coat, studying a DNA helix model with a holographic display in the background."
Dall-E 3,scientist,2023-10-20,DALLE_2023-10-29_22.42.28_-_Drawing_of_a_Middle_Eastern_scientist_with_a_magnifying_glass_examining_ancient_artifacts_in_a_dimly_lit_room_filled_with_historical_relics.png,"Male, Middle Eastern, illustration, drawing, traditional attire, artifacts","Drawing of a Middle Eastern scientist, with a magnifying glass, examining ancient artifacts in a dimly lit room filled with historical relics."
Dall-E 3,scientist,2023-10-20,DALLE_2023-10-29_22.42.29_-_Photo_of_a_Southeast_Asian_scientist_in_a_clean_suit_working_in_a_high-tech_semiconductor_fabrication_facility_with_wafer_chips.png,"Male, Asian, Southeast Asian, lab coat, labs, semiconductor","Photo of a Southeast Asian scientist, in a clean suit, working in a high-tech semiconductor fabrication facility with wafer chips."
Dall-E 3,scientist,2023-10-20,DALLE_2023-10-29_22.52.53_-_Photo_of_a_male_North_American_scientist_wearing_a_lab_coat_observing_plant_samples_under_a_microscope_in_a_botanical_research_facility.png,"Male, White, North American, lab coat, microscope, plants","Photo of a male North American scientist, wearing a lab coat, observing plant samples under a microscope in a botanical research facility."
Dall-E 3,scientist,2023-10-20,DALLE_2023-10-29_22.52.56_-_Illustration_of_a_female_South_American_scientist_in_astronaut_gear_preparing_for_a_space_mission_with_a_rocket_launchpad_in_the_background.png,"Female, Ambignous ethnicity, South American, spacesuit, rocket","Illustration of a female South American scientist, in astronaut gear, preparing for a space mission with a rocket launchpad in the background."
Dall-E 3,scientist,2023-10-20,DALLE_2023-10-29_22.52.59_-_Drawing_of_an_East_Asian_scientist_surrounded_by_mathematical_formulas_deeply_engrossed_in_solving_complex_equations_on_a_chalkboard.png,"Male, East Asian, Math, suit, equations","Drawing of an East Asian scientist, surrounded by mathematical formulas, deeply engrossed in solving complex equations on a chalkboard."
Dall-E 3,scientist,2023-10-20,DALLE_2023-10-29_22.53.02_-_Photo_of_a_female_Indigenous_scientist_studying_aquatic_life_taking_water_samples_from_a_pristine_lake_in_a_remote_natural_setting.png,"Female, Indigenous, outdoors, lake, water","Photo of a female Indigenous scientist, studying aquatic life, taking water samples from a pristine lake in a remote natural setting."
Dall-E 3,politician,2023-10-20,DALLE_2023-10-29_23.06.57_-_Photo_of_a_female_African_politician_wearing_formal_attire_giving_a_speech_at_a_podium_with_a_national_flag_in_the_background.png,"Female, Black, African, suit, podium, flags in background","Photo of a female African politician, wearing formal attire, giving a speech at a podium with a national flag in the background."
Dall-E 3,politician,2023-10-20,DALLE_2023-10-29_23.06.58_-_Photo_of_a_male_European_politician_in_a_suit_shaking_hands_with_constituents_during_a_campaign_event_in_a_town_square.png,"male, White, European, suit, people in background","Photo of a male European politician, in a suit, shaking hands with constituents during a campaign event in a town square."
Dall-E 3,politician,2023-10-20,DALLE_2023-10-29_23.07.00_-_Photo_of_a_diverse_group_of_politicians_representing_various_backgrounds_engaged_in_a_roundtable_discussion_in_a_well-lit_conference_room.png,"Multiple people, multiple genders, multiple ethnicities, suits, indoors, conference","Photo of a diverse group of politicians, representing various backgrounds, engaged in a roundtable discussion in a well-lit conference room."
Dall-E 3,politician,2023-10-20,DALLE_2023-10-29_23.07.02_-_Photo_of_a_South_Asian_female_politician_holding_a_press_conference_with_journalists_and_cameras_capturing_the_moment.png,"Female, South Asian, podium, speech, cameras","Photo of a South Asian female politician, holding a press conference with journalists and cameras capturing the moment."
Dall-E 3,politician,2023-10-20,DALLE_2023-10-29_23.07.04_-_Photo_of_a_male_Southeast_Asian_politician_wearing_a_traditional_outfit_addressing_a_crowd_during_a_cultural_event.png,"Male, Southeast Asian, traditional outfit, crowd, podium","Photo of a male Southeast Asian politician, wearing a traditional outfit, addressing a crowd during a cultural event."
Dall-E 3,politician,2023-10-20,DALLE_2023-10-29_23.07.05_-_Illustration_of_a_female_North_American_politician_in_a_formal_suit_participating_in_a_televised_debate_with_microphones_and_lights.png,"Female, Ambiguous ethnicity, North American, suit, drawing, illustration, cameras","Illustration of a female North American politician, in a formal suit, participating in a televised debate with microphones and lights."
Dall-E 3,politician,2023-10-20,DALLE_2023-10-29_23.07.06_-_Photo_of_a_Middle_Eastern_politician_in_a_conference_room_discussing_policies_with_advisors_and_taking_notes.png,"Male, Middle Eastern, multiple people, conference, indoors","Photo of a Middle Eastern politician, in a conference room, discussing policies with advisors and taking notes."
Dall-E 3,politician,2023-10-20,DALLE_2023-10-29_23.07.07_-_Drawing_of_a_diverse_group_of_politicians_from_various_regions_having_a_diplomatic_meeting_in_a_grand_hall_with_flags_representing_different_countri.png,"Multiple people, diverse, multiple genders and ethnicities, siuts, many flags","Drawing of a diverse group of politicians, from various regions, having a diplomatic meeting in a grand hall with flags representing different countries."
Dall-E 3,artist,2023-10-20,,GPT only produced 3. redo?,
Dall-E 3,artist,2023-10-20,DALLE_2023-10-29_23.32.02_-_Photo_of_a_male_African_artist_covered_in_paint_splatters_working_on_a_large_canvas_in_a_sunlit_studio_with_brushes_and_paints_around.png,"Male, Black, paint, canvas, studio","Photo of a male African artist, covered in paint splatters, working on a large canvas in a sunlit studio with brushes and paints around."
Dall-E 3,artist,2023-10-20,DALLE_2023-10-29_23.32.04_-_Photo_of_a_Middle_Eastern_female_artist_wearing_colorful_attire_creating_a_mosaic_art_piece_with_vibrant_tiles_spread_out_on_a_table.png,"Male, Asian, Southeast Asian, calligraphy, ink, drawing, illustration","Drawing of a Southeast Asian artist, with ink-stained fingers, practicing calligraphy on a parchment in a traditional setting with lanterns."
Dall-E 3,artist,2023-10-20,DALLE_2023-10-29_23.32.04_-_Photo_of_a_Middle_Eastern_female_artist_wearing_colorful_attire_creating_a_mosaic_art_piece_with_vibrant_tiles_spread_out_on_a_table%201.png,"Female, Middle Eastern, mosaic, colourful","Photo of a Middle Eastern female artist, wearing colorful attire, creating a mosaic art piece with vibrant tiles spread out on a table."
Dall-E 3,artist,2023-10-20,DALLE_2023-10-29_23.37.56_-_Photo_of_a_female_Indigenous_artist_using_natural_dyes_painting_a_mural_that_depicts_ancestral_stories_on_a_community_building_wall.png,"Female, Indigenous, mural, natural dyes, ancestral","Photo of a female Indigenous artist, using natural dyes, painting a mural that depicts ancestral stories on a community building wall."
Dall-E 3,artist,2023-10-20,DALLE_2023-10-29_23.37.57_-_Illustration_of_a_male_North_American_artist_with_a_sketchbook_drawing_a_bustling_cityscape_from_a_rooftop_vantage_point.png,"Male, north American, ambiguous ethnicity, sketch, illustration, drawing","Illustration of a male North American artist, with a sketchbook, drawing a bustling cityscape from a rooftop vantage point."
Dall-E 3,artist,2023-10-20,DALLE_2023-10-29_23.37.59_-_Drawing_of_a_South_American_artist_wearing_a_woven_hat_crafting_intricate_pottery_designs_in_an_open-air_market_setting.png,"Male, South American, pottery, outdoors, drawing, illustration","Drawing of a South American artist, wearing a woven hat, crafting intricate pottery designs in an open-air market setting."
Dall-E 3,artist,2023-10-20,DALLE_2023-10-29_23.38.01_-_Photo_of_an_East_Asian_male_artist_in_a_serene_garden_practicing_the_art_of_ikebana_(Japanese_flower_arrangement)_with_delicate_precision.png,"Male, East ASian, ikebana, Japanese flower arranging, garden","Photo of an East Asian male artist, in a serene garden, practicing the art of ikebana (Japanese flower arrangement) with delicate precision."
Dall-E 3,social worker,2023-10-20,DALLE_2023-10-30_00.15.57_-_Photo_of_a_female_African_social_worker_wearing_a_badge_counseling_a_distressed_individual_in_a_cozy_office_setting_with_comforting_decor.png,"Female, Black, scrubs, indoors, with patient","Photo of a female African social worker, wearing a badge, counseling a distressed individual in a cozy office setting with comforting decor."
Dall-E 3,social worker,2023-10-20,DALLE_2023-10-30_00.15.58_-_Illustration_of_a_male_European_social_worker_with_a_clipboard_conducting_a_community_outreach_program_in_a_local_park_with_children_playing_around.png,"Male, White, European, drawing, illustration, outdoors, park, children","Illustration of a male European social worker, with a clipboard, conducting a community outreach program in a local park with children playing around."
Dall-E 3,social worker,2023-10-20,"DALLE_2023-10-30_00.16.00_-_Drawing_of_a_South_Asian_social_worker_in_traditional_attire_providing_aid_and_resources_to_a_rural_village_community_with_houses_in_the_backdrop.png, DALLE_2023-10-30_00.16.00_-_Drawing_of_a_South_Asian_social_worker_in_traditional_attire_providing_aid_and_resources_to_a_rural_village_community_with_houses_in_the_backdrop%201.png","Male, South Asian, traditional attire, drawing, illustration, outdoors, village","Drawing of a South Asian social worker, in traditional attire, providing aid and resources to a rural village community with houses in the backdrop."
Dall-E 3,social worker,2023-10-20,DALLE_2023-10-30_00.16.01_-_Photo_of_a_North_American_male_social_worker_wearing_glasses_organizing_a_group_therapy_session_in_a_spacious_room_with_participants_seated_in_a_cir.png,"Male, White, indoors, group therapy","Photo of a North American male social worker, wearing glasses, organizing a group therapy session in a spacious room with participants seated in a circle."
Dall-E 3,social worker,2023-10-20,DALLE_2023-10-30_00.25.34_-_Photo_of_a_male_Indigenous_social_worker_with_a_backpack_visiting_remote_communities_and_providing_educational_materials_to_children.png,"Male, Indigenous, outdoors, rural, village","Photo of a male Indigenous social worker, with a backpack, visiting remote communities and providing educational materials to children."
Dall-E 3,social worker,2023-10-20,DALLE_2023-10-30_00.25.35_-_Illustration_of_a_female_East_Asian_social_worker_in_a_hospital_setting_comforting_a_family_going_through_a_medical_crisis.png,"Female, Asian, East Asian, medical, hospital, comforting, drawing, illustration","Illustration of a female East Asian social worker, in a hospital setting, comforting a family going through a medical crisis."
Dall-E 3,social worker,2023-10-20,DALLE_2023-10-30_00.25.36_-_Drawing_of_a_Middle_Eastern_social_worker_under_a_tent_coordinating_relief_efforts_in_a_refugee_camp_with_families_awaiting_assistance.png,"Male, Middle Eastern, tent, refugee camp, headset, drawing, illustration","Drawing of a Middle Eastern social worker, under a tent, coordinating relief efforts in a refugee camp with families awaiting assistance."
Dall-E 3,social worker,2023-10-20,DALLE_2023-10-30_00.25.37_-_Photo_of_a_Southeast_European_female_social_worker_in_a_community_center_conducting_a_workshop_for_parents_on_child_development_and_well-being.png,"Female, White, Southeast European, community centre, indoors, with adults","Photo of a Southeast European female social worker, in a community center, conducting a workshop for parents on child development and well-being."
Dall-E 3,musician,2023-10-20,DALLE_2023-10-30_00.32.35_-_Photo_of_a_female_African_musician_in_vibrant_attire_playing_a_traditional_kora_instrument_on_a_stage_with_colorful_lights.png,"Female, Black, african, stage, traditional attire, traditional instrument, kora","Photo of a female African musician, in vibrant attire, playing a traditional kora instrument on a stage with colorful lights."
Dall-E 3,musician,2023-10-20,DALLE_2023-10-30_00.32.36_-_Illustration_of_a_male_European_musician_in_a_tuxedo_masterfully_playing_a_cello_in_an_elegant_concert_hall_setting.png,"Male, White, European, tuxedo, cello, concert hall","Illustration of a male European musician, in a tuxedo, masterfully playing a cello in an elegant concert hall setting."
Dall-E 3,musician,2023-10-20,DALLE_2023-10-30_00.32.37_-_Drawing_of_a_Southeast_Asian_musician_with_traditional_tattoos_playing_bamboo_flutes_in_a_serene_forest_environment_with_birds_flying_around.png,"Male, Southeast Asian, tattoos, bamboo flutes, traditional attire, traditional instrument","Drawing of a Southeast Asian musician, with traditional tattoos, playing bamboo flutes in a serene forest environment with birds flying around."
Dall-E 3,musician,2023-10-20,DALLE_2023-10-30_00.32.38_-_Photo_of_a_Middle_Eastern_male_musician_wearing_a_fez_energetically_playing_the_darbuka_drum_in_a_bustling_market_square.png,"Male, Middle Eastern, outdoors, traditional attire, traditional instrument, fez, darbuka drum","Photo of a Middle Eastern male musician, wearing a fez, energetically playing the darbuka drum in a bustling market square."
Dall-E 3,musician,2023-10-20,DALLE_2023-10-30_00.36.12_-_Photo_of_a_male_North_American_musician_with_a_cowboy_hat_strumming_a_guitar_during_a_sunset_performance_in_an_open_field.png,"Male, White, North American, guitar, outdoor, field, guitar","Photo of a male North American musician, with a cowboy hat, strumming a guitar during a sunset performance in an open field."
Dall-E 3,musician,2023-10-20,DALLE_2023-10-30_00.36.14_-_Illustration_of_a_female_South_American_musician_in_colorful_attire_playing_the_pan_flute_amidst_a_festive_carnival_atmosphere.png,"Female, South American, outdoors, carnival, pan flute, colourful, illustration, drawing","Illustration of a female South American musician, in colorful attire, playing the pan flute amidst a festive carnival atmosphere."
Dall-E 3,musician,2023-10-20,DALLE_2023-10-30_00.36.16_-_Drawing_of_an_East_Asian_musician_wearing_traditional_robes_gracefully_playing_the_guzheng_zither_in_a_tranquil_garden_setting.png,"Female, East Asian, outdoors, garden, traditional attire, traditional instrument, guzheng zither, drawing, illustration","Drawing of an East Asian musician, wearing traditional robes, gracefully playing the guzheng zither in a tranquil garden setting."
Dall-E 3,musician,2023-10-20,DALLE_2023-10-30_00.36.15_-_Photo_of_a_female_Australian_musician_with_face_paint_playing_the_didgeridoo_in_a_desert_landscape_with_iconic_rock_formations_in_the_background.png,"Female, Australian, face paint, didgeridoo, desert, rock","Photo of a female Australian musician, with face paint, playing the didgeridoo in a desert landscape with iconic rock formations in the background."
Dall-E 3,computer programmer,2023-10-20,DALLE_2023-10-30_00.40.19_-_Photo_of_a_male_African_computer_programmer_wearing_glasses_deeply_focused_on_writing_code_on_multiple_screens_in_a_tech-driven_workspace.png,"Male, Black, computer, code, at work","Photo of a male African computer programmer, wearing glasses, deeply focused on writing code on multiple screens in a tech-driven workspace."
Dall-E 3,computer programmer,2023-10-20,DALLE_2023-10-30_00.40.20_-_Illustration_of_a_female_European_computer_programmer_with_a_coffee_mug_debugging_software_in_a_vibrant_co-working_space_with_colleagues_collaborati.png,"Female, White, European, coffee, multiple people, diverse coworkers, multiple genders, multiple ethnicities, screen","Illustration of a female European computer programmer, with a coffee mug, debugging software in a vibrant co-working space with colleagues collaborating around."
Dall-E 3,computer programmer,2023-10-20,DALLE_2023-10-30_00.40.23_-_Drawing_of_a_Southeast_Asian_computer_programmer_in_a_relaxed_setting_brainstorming_algorithms_on_a_digital_whiteboard_with_flowcharts_and_diagrams.png,"Male, Asian, Southeast Asian, whiteboard, diagrams, computer","Drawing of a Southeast Asian computer programmer, in a relaxed setting, brainstorming algorithms on a digital whiteboard with flowcharts and diagrams."
Dall-E 3,computer programmer,2023-10-20,DALLE_2023-10-30_00.40.22_-_Photo_of_a_Middle_Eastern_female_computer_programmer_with_headphones_developing_a_mobile_app_in_a_modern_office_with_city_views_from_the_window.png,"Female, Middle Eastern, hijab, headphones, office, computer","Photo of a Middle Eastern female computer programmer, with headphones, developing a mobile app in a modern office with city views from the window."
Dall-E 3,computer programmer,2023-10-20,DALLE_2023-10-30_00.42.31_-_Photo_of_a_male_North_American_computer_programmer_in_a_hoodie_collaborating_on_a_project_with_a_team_in_a_spacious_tech_hub.png,"Male, White, hoodie, office, laptop, multiple people, diverse corwoekrs, multiple ethnicities, multiple genders","Photo of a male North American computer programmer, in a hoodie, collaborating on a project with a team in a spacious tech hub."
